TestDate,Time,MIS,Point 1571,Point 1572,Point 1573,Point 1574,Point 1575,Point 1576,Temperature,Current,RCTA Occupied BW,BSD Occupied BW,Power,Point 1481,Point 1666,Point 1667,Point 1668,Point 1669,Antenna1 GetTxPower,Antenna2 GetTxPower,Antenna1 GetCenterFrequency,Antenna2 GetCenterFrequency,Antenna1 GetCwLeakage,Antenna2 GetCwLeakage,Temperature,Delta,,
2015-03-09,09:35:50,180780028273,62347,3470A,15W10,11180,78002,8273,21.08615,1061.182,
2015-03-09,09:38:35,180780024483,62347,3470A,15W10,11180,78002,4483,21.25424,1061.182,
2015-03-09,09:39:47,180780010561,62347,3470A,15W10,11180,78001,0561,20.806,1061.182,
2015-03-09,09:41:13,180780028274,62347,3470A,15W10,11180,78002,8274,21.28226,1061.182,
2015-03-09,09:47:05,180780028534,62347,3470A,15W10,11180,78002,8534,22.45889,1061.182,
2015-03-09,09:48:00,180780024023,62347,3470A,15W10,11180,78002,4023,21.03012,1061.182,
2015-03-09,09:51:36,180780006142,62347,3470A,15W10,11180,78000,6142,21.19821,1061.182,
2015-03-09,10:30:56,153980039492,
2015-03-09,10:33:16,154280002565,
2015-03-09,10:36:57,154380012002,
2015-03-09,10:38:55,154380000421,
2015-03-09,10:39:56,154380003634,
2015-03-09,10:41:11,154380013955,
2015-03-09,10:43:06,154380012161,62347,3425A,15W10,11154,38001,2161,21.98263,1061.182,
2015-03-09,10:44:52,154380012024,62347,3425A,15W10,11154,38001,2024,22.17874,1061.182,
2015-03-09,10:46:31,154380011944,62347,3425A,15W10,11154,38001,1944,22.43087,1061.182,
2015-03-09,10:56:07,154380009014,62347,3425A,15W10,11154,38000,9014,22.71103,1061.182,
2015-03-09,10:56:58,154380006724,62347,3425A,15W10,11154,38000,6724,27.97786,1061.182,
2015-03-09,10:58:43,153980017666,62347,3438A,15W10,11153,98001,7666,21.81454,1061.182,
2015-03-09,10:59:31,153980024795,62347,3438A,15W10,11153,98002,4795,21.50638,1061.182,
2015-03-09,11:00:21,153980040465,62347,3438A,15W10,11153,98004,0465,21.64645,1061.182,
2015-03-09,11:01:15,153980039906,62347,3438A,15W10,11153,98003,9906,21.70248,1061.182,
2015-03-09,11:02:15,153980026752,62347,3438A,15W10,11153,98002,6752,21.11416,1061.182,
2015-03-09,11:23:02,180780032225,62347,3470A,15W10,11180,78003,2225,21.81454,1061.182,
2015-03-09,11:24:00,180780035783,62347,3470A,15W10,11180,78003,5783,21.50638,1061.182,
2015-03-09,13:57:15,153980018401,62347,3438A,15W10,11153,98001,8401,20.72196,1061.182,
2015-03-09,15:05:40,153980011071,62347,3438A,15W10,11153,98001,1071,21.39432,1061.182,
2015-03-09,15:45:33,
2015-03-09,15:53:13,154380006102,62347,3425A,15W10,11154,38000,6102,21.28226,1061.182,
2015-03-09,15:53:28,154380008272,62347,3425A,15W10,11154,38000,8272,21.0021,1061.182,
2015-03-09,15:54:14,154380009033,62347,3425A,15W10,11154,38000,9033,21.25424,1061.182,
2015-03-09,15:55:04,154380011742,62347,3425A,15W10,11154,38001,1742,21.98263,1061.182,
2015-03-09,15:56:12,154380011604,62347,3425A,15W10,11154,38001,1604,21.1702,1061.182,
2015-03-09,15:56:34,154380012531,62347,3425A,15W10,11154,38001,2531,21.14218,1061.182,
2015-03-09,15:57:03,154380010783,62347,3425A,15W10,11154,38001,0783,21.39432,1061.182,
2015-03-09,15:57:51,154380011144,62347,3425A,15W10,11154,38001,1144,21.64645,1061.182,
2015-03-09,15:58:58,154380011744,62347,3425A,15W10,11154,38001,1744,21.70248,1061.182,
2015-03-09,15:59:59,154380010396,62347,3425A,15W10,11154,38001,0396,21.89859,1061.182,
2015-03-09,16:01:43,154380009173,62347,3425A,15W10,11154,38000,9173,22.03866,1061.182,
2015-03-09,16:09:55,153880009016,62347,3432A,15W10,11153,88000,9016,20.86203,1061.182,
