TestDate,Time,MIS,Point 1571,Point 1572,Point 1573,Point 1574,Point 1575,Point 1576,Temperature,Current,RCTA Occupied BW,BSD Occupied BW,InitDAC_amp, InitDAC_sw, Power, Point 1481,Point 1666,Point 1667,Point 1668,Point 1669,Antenna1 GetTxPower,Antenna2 GetTxPower,Antenna1 GetCenterFrequency,Antenna2 GetCenterFrequency,Antenna1 GetCwLeakage,Antenna2 GetCwLeakage,Temperature,Delta,,82.923,22,4,12.415483,2462,11,4,11,4,12.376274,9.021654,24.201589,24.201588,27.236853,26.023165,34.33728,6.023240,
2016-12-14,00:01:19,156400001303,62347,34CKA,16W50,31156,40000,1303,28.4261,272.751,160.347,82.923,22,4,12.256680,2463,11,4,11,4,12.249443,8.054758,24.201732,24.201734,26.794873,25.418849,34.30927,5.883170,
2016-12-14,00:02:51,156400001304,62347,34CKA,16W50,31156,40000,1304,28.00587,274.887,178.292,80.318,22,4,12.471965,2476,11,4,11,4,12.435913,8.531663,24.201670,24.201670,27.863927,26.435443,34.0011,5.995230,
2016-12-14,00:04:24,156400001355,62347,34CKA,16W50,31156,40000,1355,28.37007,268.963,156.295,82.055,22,4,12.416635,2455,10,4,10,4,12.804416,9.403144,24.201537,24.201537,25.276032,24.229898,34.53339,6.163320,
2016-12-14,00:06:00,156400001365,62347,34CKA,16W50,31156,40000,1365,28.22999,271.525,168.452,80.753,14,4,12.416561,2490,11,4,11,4,12.372236,8.500066,24.201756,24.201756,28.056686,26.610696,33.69294,5.462950,
2016-12-14,00:07:34,156400001382,62347,34CKA,16W50,31156,40000,1382,28.53816,272.591,171.925,83.792,11,4,12.338578,2476,12,4,12,4,12.286236,8.450678,24.201647,24.201647,26.420424,25.232625,34.22522,5.687060,
2016-12-14,00:09:07,156400001385,62347,34CKA,16W50,31156,40000,1385,27.92183,270.321,175.977,82.055,11,4,12.266599,2504,9,4,9,4,12.245628,8.345295,24.201601,24.201601,26.782190,25.536743,33.27271,5.350880,
2016-12-14,00:12:47,156400001405,62347,34CKA,16W50,31156,40000,1405,27.92183,272.240,145.297,81.187,10,4,12.121181,2497,9,4,9,4,12.115125,8.254028,24.201527,24.201526,25.818521,24.671235,33.63691,5.715080,
2016-12-14,00:14:19,156400001446,62347,34CKA,16W50,31156,40000,1446,28.51014,271.899,149.349,82.055,10,4,12.420252,2466,12,4,12,4,12.353739,8.889924,24.201631,24.201631,27.375313,26.080060,34.47736,5.967220,
2016-12-14,00:15:39,156400001415,62347,34CKA,16W50,31156,40000,1415,28.22999,274.181,185.239,83.792,10,4,12.444331,2492,10,4,10,4,12.314496,7.617310,24.201495,24.201494,27.638165,25.911891,33.77698,5.546990,
2016-12-14,00:17:14,156400001421,62347,34CKA,16W50,31156,40000,1421,28.22999,269.132,161.505,81.621,11,4,12.370243,2486,12,4,12,4,12.366302,8.695414,24.201539,24.201538,27.182290,25.714648,33.94507,5.715080,
2016-12-14,00:19:00,156400001471,62347,34CKA,16W50,31156,40000,1471,27.94984,271.359,183.502,80.753,11,4,12.161081,2483,7,4,7,4,12.222084,8.322675,24.201623,24.201623,28.457481,27.166638,33.94507,5.995230,
2016-12-14,00:20:40,156400001485,62347,34CKA,16W50,31156,40000,1485,28.14595,271.882,165.557,81.187,11,4,12.453843,2478,16,4,16,4,12.444662,7.823407,24.201612,24.201611,26.470221,24.991653,34.14118,5.995230,
2016-12-14,00:22:57,156400001515,62347,34CKA,16W50,31156,40000,1515,28.11793,272.888,126.194,82.923,11,4,12.282796,2489,14,4,14,4,12.847920,9.207943,24.201433,24.201432,28.284804,26.864445,33.77698,5.659050,
2016-12-14,00:24:17,156480008094,62347,34CKA,16W50,31156,48000,8094,21.3663,272.161,129.088,82.923,11,4,12.394740,2740,14,4,14,4,12.765138,9.392712,24.201631,24.201632,27.557346,26.307324,26.77321,5.406910,
2016-12-14,00:25:40,156480008352,62347,34CKA,16W50,31156,48000,8352,21.9266,275.160,141.823,82.489,11,4,12.478462,2718,14,4,14,4,12.476521,7.740753,24.201499,24.201498,28.297130,26.581591,27.41756,5.490960,
2016-12-14,00:27:27,156400001493,62347,34CKA,16W50,31156,40000,1493,27.47359,270.104,124.457,82.489,12,4,12.493457,2513,11,4,11,4,12.482941,7.855131,24.201575,24.201574,26.576149,25.241237,33.16065,5.687060,
2016-12-14,00:29:26,156400000083,62347,34CKA,16W50,31156,40000,0083,27.94984,269.754,164.978,80.753,12,4,12.250590,2487,9,4,9,4,12.729025,8.233604,24.201429,24.201429,33.947196,31.351142,33.94507,5.995230,
2016-12-14,00:31:38,156400000064,62347,34CKA,16W50,31156,40000,0064,28.84632,269.524,129.088,81.187,12,4,12.486537,2469,16,4,16,4,12.534938,8.594524,24.201316,24.201315,30.068746,28.368442,34.22522,5.378900,
2016-12-14,00:33:12,156400000055,62347,34CKA,16W50,31156,40000,0055,28.59419,274.110,171.346,81.621,12,4,12.438045,2465,14,4,14,4,12.469059,8.293382,24.201277,24.201276,30.319933,28.607620,34.5614,5.967210,
2016-12-14,00:39:24,155980059464,62347,34AAA,16W50,31155,98005,9464,28.59419,288.578,171.346,82.489,22,4,12.105345,2421,8,4,8,4,11.794418,8.195136,24.201546,24.201545,27.811630,26.335614,35.54193,6.947740,
2016-12-14,00:42:33,155980059626,62347,34AAA,16W50,31155,98005,9626,28.51014,283.178,166.136,81.621,22,4,12.342820,2461,13,4,13,4,12.360318,8.463626,24.201594,24.201593,28.889454,27.228780,34.42133,5.911190,
2016-12-14,00:51:36,155980059636,62347,34AAA,16W50,31155,98005,9636,29.29457,286.134,175.398,82.923,22,4,12.253701,2417,12,4,12,4,12.290973,8.108587,24.201490,24.201489,27.204830,25.780049,35.73803,6.443460,
2016-12-14,00:53:10,155980059644,62347,34AAA,16W50,31155,98005,9644,29.46266,286.132,164.978,83.357,16,4,12.266418,2439,12,4,12,4,12.774349,8.628442,24.201496,24.201496,26.995395,25.689501,35.09369,5.631030,
2016-12-14,00:54:35,155980058676,62347,34AAA,16W50,31155,98005,8676,28.87434,287.126,171.925,82.055,14,4,12.387942,2443,8,4,8,4,12.342262,8.586592,24.201554,24.201553,27.349848,26.481220,35.09369,6.219350,
2016-12-14,00:57:25,155980059653,62347,34AAA,16W50,31155,98005,9653,28.73426,288.173,171.346,82.055,12,4,12.202925,2478,11,4,11,4,12.452179,8.453650,24.201541,24.201541,26.163862,24.930150,34.14118,5.406920,
2016-12-14,00:58:53,155980059662,62347,34AAA,16W50,31155,98005,9662,28.34205,289.665,172.504,81.187,12,4,12.274289,2485,12,4,12,4,12.331931,8.611988,24.201524,24.201523,27.054226,26.042613,34.0011,5.659050,
2016-12-14,01:00:12,155980059671,62347,34AAA,16W50,31155,98005,9671,28.34205,287.856,167.294,81.621,11,4,12.488489,2478,13,4,13,4,12.418974,8.466883,24.201479,24.201478,28.464402,26.936159,34.14118,5.799130,
2016-12-14,01:02:39,155980059823,62347,34AAA,16W50,31155,98005,9823,28.76228,284.896,174.819,81.187,12,4,12.493962,2477,12,4,12,4,12.863241,8.577810,24.201539,24.201539,29.258973,27.604315,34.11316,5.350880,
2016-12-14,01:04:22,155980059842,62347,34AAA,16W50,31155,98005,9842,28.51014,287.762,164.978,81.621,11,4,12.475622,2465,18,4,18,4,12.455462,8.901898,24.201489,24.201489,27.207736,26.106777,34.3653,5.855160,
2016-12-14,01:05:47,155980059862,62347,34AAA,16W50,31155,98005,9862,28.76228,289.887,175.977,81.621,11,4,12.484682,2460,15,4,15,4,13.090489,8.397805,24.201486,24.201485,27.594264,26.174438,34.58942,5.827140,
2016-12-14,01:07:14,155980059903,62347,34AAA,16W50,31155,98005,9903,29.15449,290.214,175.977,83.357,11,4,12.232203,2449,12,4,12,4,12.198191,7.612072,24.201572,24.201572,28.720912,27.307884,35.06567,5.911180,
2016-12-14,01:09:31,155980059883,62347,34AAA,16W50,31155,98005,9883,28.76228,293.574,175.977,83.792,11,4,12.327717,2472,12,4,12,4,12.332083,8.617663,24.201501,24.201500,25.877569,24.760970,34.30927,5.546990,
2016-12-14,01:10:55,155980059833,62347,34AAA,16W50,31155,98005,9833,28.48213,286.568,174.819,82.489,11,4,12.419981,2474,14,4,14,4,12.411588,8.688286,24.201530,24.201529,27.079966,25.933129,34.25324,5.771110,
2016-12-14,01:12:19,155980059932,62347,34AAA,16W50,31155,98005,9932,28.34205,289.003,175.977,82.489,12,4,12.453986,2446,22,4,22,4,12.466396,8.141609,24.201486,24.201485,27.609185,26.278517,34.98163,6.639580,
2016-12-14,01:13:48,155980059431,62347,34AAA,16W50,31155,98005,9431,28.03389,286.425,173.082,83.357,12,4,12.203794,2483,8,4,8,4,12.244120,8.901569,24.201492,24.201491,24.830524,23.804111,33.94507,5.911180,
2016-12-14,01:15:12,155980059451,62347,34AAA,16W50,31155,98005,9451,27.83778,286.297,173.082,82.055,12,4,12.211226,2484,8,4,8,4,12.244566,8.997780,24.201506,24.201505,28.397029,26.919427,33.97309,6.135310,
2016-12-14,01:16:39,155980059911,62347,34AAA,16W50,31155,98005,9911,28.34205,289.480,167.294,82.055,11,4,12.114909,2473,10,4,10,4,12.102995,7.616095,24.201501,24.201500,28.814700,27.184030,34.39331,6.051260,
2016-12-14,01:18:01,155980059915,62347,34AAA,16W50,31155,98005,9915,28.51014,292.375,166.136,82.489,11,4,12.107629,2467,7,4,7,4,12.129146,7.366534,24.201535,24.201535,29.003615,27.316913,34.39331,5.883170,
2016-12-14,01:19:24,155980059814,62347,34AAA,16W50,31155,98005,9814,28.4261,287.366,166.136,82.055,10,4,12.427987,2480,11,4,11,4,12.431389,8.034480,24.201528,24.201527,27.684838,26.396762,34.08515,5.659050,
2016-12-14,01:20:46,155980059215,62347,34AAA,16W50,31155,98005,9215,28.70625,286.641,173.082,83.792,10,4,12.348238,2467,10,4,10,4,12.335514,8.593821,24.201490,24.201489,26.298435,24.999286,34.53339,5.827140,
2016-12-14,01:22:12,155980059955,62347,34AAA,16W50,31155,98005,9955,28.56617,290.788,173.661,81.187,10,4,12.452423,2459,14,4,14,4,12.392757,8.709956,24.201530,24.201529,27.230665,25.927643,34.67346,6.107290,
2016-12-14,01:23:47,155980059855,62347,34AAA,16W50,31155,98005,9855,28.22999,294.989,166.715,82.923,10,4,12.450721,2479,12,4,12,4,12.432962,10.114080,24.201523,24.201522,26.238739,25.082890,34.16919,5.939200,
2016-12-14,01:25:10,155980059755,62347,34AAA,16W50,31155,98005,9755,28.14595,285.300,174.819,82.055,11,4,12.231089,2481,12,4,12,4,12.207746,8.521969,24.201536,24.201536,28.144995,26.689205,34.14118,5.995230,
2016-12-14,01:26:39,155900011335,62347,34AAA,16W50,31155,90001,1335,28.39808,289.049,175.977,81.621,11,4,11.956494,2467,8,4,8,4,11.953549,7.461525,24.201567,24.201566,27.209388,25.789362,34.53339,6.135310,
2016-12-14,01:28:05,155900011725,62347,34AAA,16W50,31155,90001,1725,28.6222,294.049,175.977,81.621,11,4,12.431258,2464,9,4,9,4,12.386346,8.101619,24.201670,24.201669,27.168705,25.738540,34.5614,5.939200,
2016-12-14,01:29:30,155900011706,62347,34AAA,16W50,31155,90001,1706,28.34205,290.774,173.661,82.055,10,4,12.333893,2470,12,4,12,4,12.387898,8.865873,24.201644,24.201643,28.568251,26.987744,34.39331,6.051260,
2016-12-14,01:31:08,155900011736,62347,34AAA,16W50,31155,90001,1736,28.51014,297.140,173.661,81.621,11,4,12.360704,2474,11,4,11,4,12.682024,9.160028,24.201598,24.201598,26.901475,25.660538,34.3653,5.855160,
2016-12-14,01:33:26,155900011751,62347,34AAA,16W50,31155,90001,1751,28.9864,291.630,171.925,82.489,11,4,12.317010,2460,8,4,8,4,12.336955,8.470923,24.201651,24.201651,27.149919,25.730000,34.5614,5.575000,
2016-12-14,01:35:08,155900011761,62347,34AAA,16W50,31155,90001,1761,28.51014,289.765,175.398,82.923,11,4,12.033984,2455,7,4,7,4,12.074245,8.174977,24.201655,24.201654,26.844756,25.268726,34.84155,6.331410,
2016-12-14,01:36:31,155900011766,62347,34AAA,16W50,31155,90001,1766,28.0619,288.182,171.346,83.357,10,4,12.224976,2490,11,4,11,4,12.233951,9.004348,24.201598,24.201598,26.234381,25.002238,33.88904,5.827140,
2016-12-14,01:39:09,155900011784,62347,34AAA,16W50,31155,90001,1784,28.4261,294.109,175.398,80.753,10,4,12.262489,2478,9,4,9,4,12.212381,8.123642,24.201608,24.201607,29.370066,27.984191,34.16919,5.743090,
2016-12-14,01:40:44,155900011774,62347,34AAA,16W50,31155,90001,1774,28.34205,291.567,172.504,82.055,9,4,12.242434,2475,8,4,8,4,12.283759,8.923630,24.201587,24.201587,26.245179,25.042629,34.33728,5.995230,
2016-12-14,01:42:28,155900011805,62347,34AAA,16W50,31155,90001,1805,27.97786,292.293,171.346,80.753,10,4,12.055410,2482,8,4,8,4,12.075957,7.813267,24.201613,24.201613,28.565173,26.827640,34.14118,6.163320,
