TestDate,Time,MIS,Point 1571,Point 1572,Point 1573,Point 1574,Point 1575,Point 1576,Temperature,Current,RCTA Occupied BW,Tx1 BSD,Tx1 RCTA,Tx2 BSD,Tx2 RCTA,Point 1481,Point 1482,Point 1666,Point 1667,Point 1668,Point 1669,Point 1792,Point 1883,Point 1884,Point 1885,Point 1886,Point 1887,Point 1888,Antenna1 GetTxPower,Antenna2 GetTxPower,Antenna1 GetCenterFrequency,Antenna2 GetCenterFrequency,Antenna1 GetCwLeakage,Antenna2 GetCwLeakage,Temperature,Delta,,
2015-02-25,00:00:37,142280011552,62662,6006A,15W09,31142,28001,1552,28.76228,307.651,150.507,12.250383,15.189253,12.440424,15.202614,2485,1104,18,27,16,27,972,661,587,12,15,11,15,14.771582,14.741231,24.054903,24.060602,33.162804,32.594064,33.69294,4.930660,
2015-02-25,00:02:19,142280011553,62662,6006A,15W09,31142,28001,1553,28.11793,312.545,160.347,12.046581,15.244433,12.321948,15.424425,2510,1042,19,27,17,27,918,561,508,12,16,11,16,14.880025,14.982491,24.060560,24.060609,33.032336,32.606940,33.04859,4.930660,
2015-02-25,00:04:01,142280011143,62662,6006A,15W09,31142,28001,1143,28.4261,313.670,151.085,12.329119,15.154304,11.832751,15.341687,2494,1042,18,27,16,27,918,625,490,12,15,10,15,14.817120,14.935945,24.060550,24.054998,33.091955,32.712982,33.49683,5.070730,
2015-02-25,00:05:43,142280011586,62662,6006A,15W09,31142,28001,1586,27.47359,310.606,167.294,11.841016,15.239820,12.126206,15.418538,2518,1059,16,27,14,27,910,572,502,10,13,9,13,15.217879,15.414602,24.054997,24.060605,33.112349,32.418259,32.82447,5.350880,
2015-02-25,00:07:27,142280010601,62662,6006A,15W09,31142,28001,0601,29.12648,308.550,167.294,12.269535,15.413576,12.280360,15.387768,2474,1176,21,27,17,27,947,690,527,13,18,11,18,15.141151,14.988061,24.060698,24.060586,34.202579,33.536112,34.0011,4.874620,
2015-02-25,00:09:10,142280011422,62662,6006A,15W09,31142,28001,1422,26.32497,311.430,151.085,12.063058,15.208496,12.353374,15.280202,2569,927,17,27,15,27,785,543,490,11,15,10,15,14.774161,14.804041,24.060577,24.060608,32.360130,31.982242,31.42371,5.098740,
2015-02-25,00:10:09,142280010594,62662,6006A,15W09,31142,28001,0594,29.5467,316.038,167.873,12.179804,15.382075,11.962674,15.458032,2449,1116,21,27,18,27,947,632,522,13,18,11,18,15.342380,15.403788,24.060600,24.060590,33.493448,33.040319,34.78552,5.238820,
2015-02-25,00:11:51,142280011592,62662,6006A,15W09,31142,28001,1592,23.63552,308.534,163.821,12.190069,15.304094,11.794760,15.106980,2654,1121,17,27,14,27,896,637,505,11,13,9,13,15.255892,15.115961,24.060606,24.054980,34.013832,33.163918,29.09846,5.462940,
2015-02-25,00:13:35,142280010626,62662,6006A,15W09,31142,28001,0626,29.07045,313.196,149.349,12.271490,15.287913,11.930068,15.267862,2477,1604,27,27,21,27,1310,1002,777,16,27,13,27,15.301270,15.249786,24.060618,24.054971,35.772539,35.121199,33.94507,4.874620,
2015-02-25,00:15:19,142280010592,62662,6006A,15W09,31142,28001,0592,27.05336,312.680,160.347,12.412711,15.317276,12.013546,15.017408,2544,1071,18,27,15,27,854,621,492,12,15,10,15,14.952381,14.543909,24.060633,24.060585,34.143335,33.178368,32.09607,5.042710,
