TestDate,Time,MIS,Point 1571,Point 1572,Point 1573,Point 1574,Point 1575,Point 1576,Temperature,Current,RCTA Occupied BW,BSD Occupied BW,Power,Point 1481,Point 1666,Point 1667,Point 1668,Point 1669,Antenna1 GetTxPower,Antenna2 GetTxPower,Antenna1 GetCenterFrequency,Antenna2 GetCenterFrequency,Antenna1 GetCwLeakage,Antenna2 GetCwLeakage,Temperature,Delta,,
2016-03-21,00:38:49,155080209284,62347,3458A,16W12,11155,08020,9284,22.09469,298.885,171.346,87.699,10.371987,6.375895,24.201806,24.201806,31.078294,30.349006,30.72334,8.628650,
2016-03-21,00:41:03,155080209013,62347,3458A,16W12,11155,08020,9013,26.07283,298.686,171.925,88.567,12.203349,2455,24,5,24,5,10.217213,8.664539,24.201812,24.201812,31.429342,30.562838,34.28125,8.208420,
2016-03-21,00:43:26,155080209391,62347,3458A,16W12,11155,08020,9391,24.22383,294.951,171.925,66.425,12.454814,2522,22,5,22,5,13.107424,8.267704,24.201758,24.201757,30.229631,27.349573,32.46027,8.236440,
2016-03-21,00:45:38,155080208994,62347,3458A,16W12,11155,08020,8994,25.20437,298.241,174.819,84.226,13.925530,7.144885,24.201736,24.201735,22.139764,20.933236,33.04859,7.844220,
2016-03-21,00:47:28,155080209021,62347,3458A,16W12,11155,08020,9021,25.4565,295.781,173.082,89.870,12.059322,7.476810,24.201780,24.201779,20.529826,20.804307,32.37622,6.919720,
2016-03-21,00:49:18,155080209026,62347,3458A,16W12,11155,08020,9026,25.79268,300.302,172.504,86.397,11.295204,11.633439,6.902690,24.201740,24.201739,27.590944,25.672355,33.0766,7.283920,
2016-03-21,01:18:20,155080209166,62347,3458A,16W12,11155,08020,9166,22.87911,295.814,173.661,89.001,11.340342,5.802465,24.201822,24.201822,21.548859,19.746223,31.53577,8.656660,
2016-03-21,01:25:11,155080209062,62347,3458A,16W12,11155,08020,9062,24.81215,290.627,175.398,83.792,10.411068,6.563446,24.201809,24.201808,30.953542,29.833701,33.30072,8.488570,
2016-03-21,07:46:19,155080209671,62347,3458A,16W12,11155,08020,9671,23.85965,294.583,174.819,85.094,11.382219,6.486336,24.201676,24.201676,22.086777,20.502184,32.76844,8.908790,
2016-03-21,07:49:21,155080209812,62347,3458A,16W12,11155,08020,9812,24.75613,293.657,172.504,84.226,11.018388,5.765934,24.201580,24.201579,20.679113,19.138740,33.24469,8.488560,
2016-03-21,07:51:57,155080209873,62347,3458A,16W12,11155,08020,9873,24.72811,294.772,172.504,84.660,10.405713,5.377648,24.201689,24.201689,20.076709,18.330808,33.24469,8.516580,
2016-03-21,07:54:22,155080209825,62347,3458A,16W12,11155,08020,9825,25.00826,294.941,171.346,84.226,10.758648,5.790572,24.201694,24.201693,21.341474,19.410734,33.38477,8.376510,
2016-03-21,07:56:47,155080209883,62347,3458A,16W12,11155,08020,9883,24.98025,293.383,173.661,84.226,10.975334,-4.256139,24.201725,24.201725,22.039010,20.376047,33.74897,8.768720,
2016-03-21,08:02:45,155080209883,62347,3458A,16W12,11155,08020,9883,23.83163,295.792,173.661,88.567,7.314028,-3.684034,24.201740,24.201740,20.964154,18.890294,31.92798,8.096350,
2016-03-21,08:05:04,155080209642,62347,3458A,16W12,11155,08020,9642,24.56002,295.252,173.082,92.475,10.837412,-4.952249,24.201662,24.201661,21.311709,19.681217,33.10462,8.544600,
2016-03-21,08:07:27,155080209682,62347,3458A,16W12,11155,08020,9682,25.06429,292.981,171.925,84.226,11.237734,9.373534,24.201678,24.201678,22.082870,21.140835,33.60889,8.544600,
2016-03-21,08:09:51,155080209651,62347,3458A,16W12,11155,08020,9651,25.40047,293.524,173.661,90.304,11.130252,5.606446,24.201687,24.201687,21.089384,17.415183,34.05713,8.656660,
2016-03-21,08:16:07,155080209666,62347,3458A,16W12,11155,08020,9666,24.02773,292.419,171.925,85.962,12.139161,-4.149012,24.201685,24.201684,21.862394,20.310785,32.60035,8.572620,
2016-03-21,08:18:16,155080209695,62347,3458A,16W12,11155,08020,9695,23.01919,294.440,172.504,86.397,11.453285,6.844125,24.201687,24.201686,22.986161,21.312718,31.75989,8.740700,
2016-03-21,08:21:57,155080209666,62347,3458A,16W12,11155,08020,9666,24.3359,294.271,173.661,92.475,6.985108,-4.971226,24.201688,24.201687,18.490162,21.006195,32.06806,7.732160,
2016-03-21,08:24:01,155080209593,62347,3458A,16W12,11155,08020,9593,25.00826,291.141,169.030,83.792,11.247575,7.134148,24.201710,24.201709,31.887240,30.916453,33.21668,8.208420,
2016-03-21,08:26:30,155080209892,62347,3458A,16W12,11155,08020,9892,25.42849,294.980,175.398,88.133,2.659667,-1.947407,24.201646,24.201646,21.632892,17.938135,33.74897,8.320480,
2016-03-21,09:47:56,155080210055,62347,3458A,16W12,11155,08021,0055,24.3359,299.129,174.819,84.226,11.900091,2512,27,5,27,5,11.888259,7.581852,24.201729,24.201729,31.751306,30.927781,32.65638,8.320480,
2016-03-21,09:50:21,155080209981,62347,3458A,16W12,11155,08020,9981,26.12886,296.534,173.082,84.660,11.338727,7.117801,24.201702,24.201702,30.996170,30.141987,34.53339,8.404530,
2016-03-21,09:52:36,155080210044,62347,3458A,16W12,11155,08021,0044,25.34444,293.220,171.925,84.660,11.311639,6.733474,24.201663,24.201663,22.572654,20.807640,33.805,8.460560,
2016-03-21,09:55:00,155080210014,62347,3458A,16W12,11155,08021,0014,25.06429,293.549,172.504,84.660,1.110420,-5.078588,24.201640,24.201639,21.759512,20.118347,33.77698,8.712690,
2016-03-21,09:57:26,155080209495,62347,3458A,16W12,11155,08020,9495,25.76467,291.543,173.661,84.660,10.415322,6.846742,24.201651,24.201651,20.967209,19.484615,34.42133,8.656660,
2016-03-21,09:59:51,155080210076,62347,3458A,16W12,11155,08021,0076,25.62459,296.304,173.661,84.226,10.569003,6.382300,24.201640,24.201639,31.800410,31.070902,34.58942,8.964830,
2016-03-21,10:02:16,155080210086,62347,3458A,16W12,11155,08021,0086,25.98879,295.905,174.240,84.226,11.545109,2465,27,5,27,5,11.597377,8.019548,24.201715,24.201714,32.385227,31.617719,34.08515,8.096360,
2016-03-21,10:05:50,155080210066,62347,3458A,16W12,11155,08021,0066,24.8962,295.313,170.767,84.660,1.191991,-3.967359,24.201664,24.201663,20.979821,19.561124,33.35675,8.460550,
2016-03-21,10:10:39,155080210093,62347,3458A,16W12,11155,08021,0093,24.56002,293.999,173.661,85.962,0.854991,-4.433592,24.201644,24.201643,20.504934,19.314830,33.10462,8.544600,
2016-03-21,10:13:15,155080210104,62347,3458A,16W12,11155,08021,0104,25.51253,293.582,171.925,87.699,0.585502,-5.774034,24.201709,24.201709,21.709427,19.858871,34.14118,8.628650,
2016-03-21,10:15:40,155080209965,62347,3458A,16W12,11155,08020,9965,25.51253,299.914,172.504,84.660,11.185566,6.077177,24.201689,24.201688,21.039234,19.505391,34.25324,8.740710,
2016-03-21,10:18:05,155080209556,62347,3458A,16W12,11155,08020,9556,25.76467,291.944,174.819,85.094,10.601798,-5.392239,24.201651,24.201650,20.053843,18.657575,34.33728,8.572610,
2016-03-21,10:20:29,155080209486,62347,3458A,16W12,11155,08020,9486,25.51253,295.663,172.504,84.660,10.059082,-5.762775,24.201664,24.201663,20.631516,19.145439,33.88904,8.376510,
2016-03-21,10:22:54,155080209516,62347,3458A,16W12,11155,08020,9516,25.51253,295.720,173.082,85.962,11.199371,7.401182,24.201664,24.201663,21.433821,20.295399,34.05713,8.544600,
2016-03-21,10:25:20,155080209531,62347,3458A,16W12,11155,08020,9531,25.87673,295.954,172.504,85.094,7.346783,1.993092,24.201777,24.201777,21.589010,21.257218,34.33728,8.460550,
2016-03-21,10:27:43,155080209543,62347,3458A,16W12,11155,08020,9543,25.98879,299.140,174.240,84.226,11.710814,2434,27,5,27,5,11.679582,7.474610,24.201665,24.201665,33.626191,32.650672,34.84155,8.852760,
2016-03-21,10:30:08,155080210124,62347,3458A,16W12,11155,08021,0124,25.8207,295.926,174.240,84.660,10.685102,6.199540,24.201647,24.201646,30.491978,31.514833,34.22522,8.404520,
2016-03-21,10:33:18,155080210111,62347,3458A,16W12,11155,08021,0111,24.92421,291.112,174.819,73.372,10.520039,7.601673,24.201718,24.201717,27.981594,29.932318,33.02057,8.096360,
2016-03-21,10:34:50,155080210113,62347,3458A,16W12,11155,08021,0113,24.78414,297.624,174.240,84.226,11.518912,7.842881,24.201695,24.201695,32.008784,31.111229,33.4408,8.656660,
2016-03-21,10:43:44,155080210153,62347,3458A,16W12,11155,08021,0153,24.13979,291.237,173.661,89.001,11.059328,-4.010686,24.201697,24.201697,22.664936,21.672999,32.65638,8.516590,
2016-03-21,10:46:09,155080210143,62347,3458A,16W12,11155,08021,0143,26.40902,294.832,171.346,84.660,11.090265,6.440498,24.201687,24.201687,20.606853,19.429687,35.03766,8.628640,
2016-03-21,10:48:34,155080210135,62347,3458A,16W12,11155,08021,0135,25.48452,290.757,171.925,85.094,10.663316,-4.278353,24.201703,24.201702,21.282820,20.199533,34.08515,8.600630,
2016-03-21,10:50:59,155080210166,62347,3458A,16W12,11155,08021,0166,25.70864,296.087,173.661,86.397,10.380643,4.678514,24.201636,24.201636,21.221774,19.375744,34.30927,8.600630,
2016-03-21,10:56:33,155080209526,62347,3458A,16W12,11155,08020,9526,24.39193,292.730,170.188,84.226,0.644148,-3.834250,24.201689,24.201689,22.007248,20.397683,32.96454,8.572610,
2016-03-21,10:58:56,155080210171,62347,3458A,16W12,11155,08021,0171,26.18489,296.297,170.188,84.660,11.068157,5.598452,24.201672,24.201672,22.090905,20.310554,34.84155,8.656660,
2016-03-21,11:11:17,155080210191,62347,3458A,16W12,11155,08021,0191,23.43941,296.206,174.240,102.894,11.669756,2538,27,5,27,5,11.401484,5.557611,24.201680,24.201679,30.649564,29.619360,31.92798,8.488570,
2016-03-21,11:14:28,155080210213,62347,3458A,16W12,11155,08021,0213,25.73665,297.096,173.661,84.226,11.312222,6.104791,24.201654,24.201654,21.619908,19.898939,34.28125,8.544600,
2016-03-21,11:16:55,155080210205,62347,3458A,16W12,11155,08021,0205,25.65261,295.974,174.240,85.962,11.168561,6.086150,24.201663,24.201663,30.819346,29.882322,34.16919,8.516580,
2016-03-21,12:21:42,155080209775,62347,3458A,16W12,11155,08020,9775,26.12886,289.631,173.661,87.265,10.477792,4.855748,24.201683,24.201682,22.150660,20.094856,34.64545,8.516590,
2016-03-21,15:17:32,155080210884,62347,3458A,16W12,11155,08021,0884,27.08138,292.111,171.925,84.226,11.139339,7.336882,24.201720,24.201719,33.520090,32.248922,35.40185,8.320470,
2016-03-21,15:41:55,155080210934,62347,3458A,16W12,11155,08021,0934,27.47359,291.678,174.240,85.962,12.223796,2393,27,5,27,5,12.251828,7.862838,24.201681,24.201681,32.150588,31.399375,35.93414,8.460550,
2016-03-21,15:44:21,155080210824,62347,3458A,16W12,11155,08021,0824,27.3055,293.182,171.925,84.660,11.566951,2400,27,5,27,5,11.602980,7.122835,24.201612,24.201612,32.376472,31.217068,35.82208,8.516580,
2016-03-21,15:46:43,155080210941,62347,3458A,16W12,11155,08021,0941,26.91329,291.892,171.346,84.226,11.977898,2407,27,5,27,5,11.979258,9.391795,24.201656,24.201655,31.627112,30.965804,35.65399,8.740700,
2016-03-21,15:51:39,155080210951,62347,3458A,16W12,11155,08021,0951,26.49306,290.842,170.188,84.226,11.979465,2428,27,5,27,5,11.961820,8.515620,24.201680,24.201680,31.679213,31.139410,34.98163,8.488570,
2016-03-21,15:58:48,6.231731,
2016-03-21,15:59:06,5.916324,
2016-03-21,15:59:58,6.235394,
2016-03-21,17:23:54,5.596006,
2016-03-21,17:24:10,6.000927,
2016-03-21,18:22:08,155080211101,62347,3458A,16W12,11155,08021,1101,25.12032,293.502,171.346,84.226,11.065573,6.642246,24.201682,24.201682,24.044817,22.738706,33.805,8.684680,
2016-03-21,18:25:29,12.208673,
2016-03-21,18:25:47,6.359506,
