TestDate,Time,MIS,Point 1571,Point 1572,Point 1573,Point 1574,Point 1575,Point 1576,Temperature,Current,RCTA Occupied BW,BSD Occupied BW,Power,Point 1481,Point 1666,Point 1667,Point 1668,Point 1669,Antenna1 GetTxPower,Antenna2 GetTxPower,Antenna1 GetCenterFrequency,Antenna2 GetCenterFrequency,Antenna1 GetCwLeakage,Antenna2 GetCwLeakage,Temperature,Delta,,
2014-12-03,00:16:24,153980004044,62347,3458A,14W48,31153,98000,4044,24.64407,288.927,170.188,82.055,12.163986,2600,6,4,6,4,12.115670,8.838968,24.201718,24.201572,26.504148,25.604703,30.4712,5.827130,
2014-12-03,00:17:52,153980004061,62347,3458A,14W48,31153,98000,4061,26.9413,287.271,174.240,83.792,12.188250,2520,7,4,7,4,12.177057,7.879658,24.201653,24.201620,29.488053,27.982950,32.62836,5.687060,
2014-12-03,00:20:15,153980004066,62347,3458A,14W48,31153,98000,4066,27.36153,289.342,172.504,84.660,11.977285,2511,8,4,8,4,11.994579,7.164736,24.201586,24.201561,28.528867,27.042800,32.79645,5.434920,
2014-12-03,00:24:57,153980004052,62347,3458A,14W48,31153,98000,4052,26.04482,286.092,171.925,84.226,12.395984,2550,8,4,8,4,12.415672,7.982154,24.201732,24.201706,26.844001,25.721871,31.81592,5.771100,
2014-12-03,00:26:54,153980004071,62347,3458A,14W48,31153,98000,4071,27.16542,285.440,174.240,84.226,12.408492,2504,9,4,9,4,12.435410,7.366107,24.201628,24.201601,30.371827,28.724993,33.0766,5.911180,
2014-12-03,00:29:02,153980004075,62347,3458A,14W48,31153,98000,4075,28.0619,286.016,174.240,84.226,12.363483,2462,14,4,14,4,12.371802,7.073236,24.201735,24.201715,28.412601,27.082273,34.19721,6.135310,
2014-12-03,00:46:50,153980004076,62347,3458A,14W48,31153,98000,4076,24.13979,288.578,173.661,84.660,12.167148,2612,9,4,9,4,12.166766,6.642000,24.201678,24.201645,28.993651,27.385109,30.05098,5.911190,
2014-12-03,00:48:54,153980004085,62347,3458A,14W48,31153,98000,4085,26.66115,288.765,174.819,84.226,12.415631,2512,11,4,11,4,12.404614,7.535801,24.201675,24.201656,29.726278,28.363212,32.85248,6.191330,
2014-12-03,00:50:19,153980003983,62347,3458A,14W48,31153,98000,3983,28.08992,290.551,169.609,83.792,11.326045,
2014-12-03,01:14:15,153980004106,62347,3458A,14W48,31153,98000,4106,24.39193,287.848,173.661,84.226,
2014-12-03,01:24:33,153980004093,62347,3458A,14W48,31153,98000,4093,24.8962,286.228,174.819,84.660,
2014-12-03,01:34:15,153980004113,62347,3458A,14W48,31153,98000,4113,26.91329,289.647,173.661,83.792,
2014-12-03,01:37:42,154580002423,
2014-12-03,01:40:55,153980004114,62347,3458A,14W48,31153,98000,4114,24.50399,287.521,173.082,83.792,
2014-12-03,01:44:26,153980004333,62347,3458A,14W48,31153,98000,4333,27.08138,286.641,173.082,84.660,
2014-12-03,01:46:42,153980004336,62347,3458A,14W48,31153,98000,4336,27.33351,289.500,174.240,85.094,
2014-12-03,01:49:50,153980004223,62347,3458A,14W48,31153,98000,4223,27.94984,289.165,173.661,84.226,
2014-12-03,01:52:22,153980004292,62347,3458A,14W48,31153,98000,4292,27.66969,293.231,172.504,84.226,
2014-12-03,01:54:29,153980004351,62347,3458A,14W48,31153,98000,4351,27.64168,294.524,174.819,83.792,
2014-12-03,01:59:58,153980004363,62347,3458A,14W48,31153,98000,4363,28.00587,287.236,172.504,84.226,
2014-12-03,02:03:17,153980004391,62347,3458A,14W48,31153,98000,4391,27.3055,289.540,173.661,83.792,
2014-12-03,02:43:55,153980003855,62347,3458A,14W48,31153,98000,3855,27.83778,290.145,170.767,84.660,
2014-12-03,02:54:50,153980003872,62347,3458A,14W48,31153,98000,3872,36.27032,291.573,171.346,84.226,
2014-12-03,03:01:35,153980003892,62347,3458A,14W48,31153,98000,3892,27.72572,287.434,170.188,84.226,
2014-12-03,03:36:44,153980003884,62347,3458A,14W48,31153,98000,3884,48.92807,299.727,173.661,83.792,
2014-12-03,03:38:28,153980003656,62347,3458A,14W48,31153,98000,3656,25.65261,284.437,171.925,83.792,
2014-12-03,03:42:32,153980003636,62347,3458A,14W48,31153,98000,3636,28.22999,289.777,171.925,84.226,
2014-12-03,03:45:38,153980003612,62347,3458A,14W48,31153,98000,3612,27.8658,285.510,174.819,84.226,
2014-12-03,10:38:42,12.183724,
2014-12-03,10:39:45,180380000345,13.263571,
2014-12-03,10:42:18,180380000142,13.105534,
2014-12-03,10:43:46,180380000031,12.887817,
2014-12-03,10:45:15,180380000215,15.830456,
