TestDate,Time,Antenna1 GetTxPower,Antenna2 GetTxPower,,
2014-12-18,14:48:39,15.950873,15.944118,
2014-12-18,14:48:53,15.519292,15.759296,
2014-12-18,14:49:03,15.635190,15.503151,
2014-12-18,14:49:13,15.767367,15.626664,
2014-12-18,14:49:23,15.612056,15.291094,
2014-12-18,14:49:33,15.955515,14.973529,
2014-12-18,14:49:43,15.865664,15.699048,
2014-12-18,14:49:53,15.700703,15.793236,
2014-12-18,14:50:04,15.407619,15.460895,
2014-12-18,14:50:14,15.725163,15.732309,
2014-12-18,14:50:30,15.955144,15.945477,
2014-12-18,14:50:40,15.508995,15.764956,
2014-12-18,14:50:50,15.606028,15.506877,
2014-12-18,14:51:00,15.742479,15.580264,
2014-12-18,14:51:11,15.578114,15.296027,
2014-12-18,14:51:21,15.715582,15.606537,
2014-12-18,14:51:31,15.830405,15.679166,
2014-12-18,14:51:41,15.691550,15.793636,
2014-12-18,14:51:51,15.403613,15.457749,
2014-12-18,14:52:02,15.715765,15.731535,
2014-12-18,14:52:19,15.964947,15.941603,
2014-12-18,14:52:29,15.489704,15.739043,
2014-12-18,14:52:40,15.586588,15.514268,
2014-12-18,14:52:50,15.733000,15.596708,
2014-12-18,14:53:01,15.575233,15.263372,
2014-12-18,14:53:11,15.708421,15.599075,
2014-12-18,14:53:20,15.832021,15.679304,
2014-12-18,14:53:31,15.694310,15.797091,
2014-12-18,14:53:42,15.386253,15.459182,
2014-12-18,14:53:53,15.711403,15.739816,
